Cost center number,Cost center name,Region,Cost category,timestamp,currency code,amount
5965,Marketing Operations,South America,Professional Services,2023-08-02 06:04:51,SGD,45859
9336,Marketing Operations,Europe,Supplies,2023-08-03 00:44:40,SGD,760785
3427,Sales Operations,Asia Pacific,Supplies,2023-08-01 23:39:13,GBP,163671
4227,Human Resources,South America,Salaries,2023-08-03 10:08:17,JPY,338252
9407,Sales Operations,Europe,Advertising,2023-08-02 00:08:53,JPY,393915
7098,Sales Operations,Europe,Travel,2023-08-02 05:33:05,GBP,267574
6159,Human Resources,Asia Pacific,Travel,2023-08-03 22:34:06,BRL,10164
3314,Marketing Operations,Europe,Commissions,2023-08-02 13:15:17,EUR,553424
5474,Research & Development,North America,Professional Services,2023-08-03 09:05:03,BRL,695576
8138,Research & Development,Europe,Software,2023-08-02 19:43:30,SGD,935975
9282,Finance,Europe,Professional Services,2023-08-02 07:33:01,EUR,621646
4569,IT Infrastructure,South America,Supplies,2023-08-01 07:24:36,USD,301509
1863,Human Resources,South America,Salaries,2023-08-02 10:56:00,EUR,418289
4901,Marketing Operations,North America,Supplies,2023-08-02 00:43:29,USD,563909
1297,Research & Development,North America,Professional Services,2023-08-01 03:38:08,EUR,838010
1797,IT Infrastructure,Europe,Advertising,2023-08-03 08:43:10,EUR,568925
7977,Sales Operations,South America,Hardware,2023-08-03 03:29:58,ARS,585707
2284,Finance,Europe,Advertising,2023-08-03 21:34:42,BRL,723912
5356,Sales Operations,Europe,Benefits,2023-08-03 18:16:42,EUR,677253
1447,Marketing Operations,Europe,Software,2023-08-03 09:24:21,JPY,832539
1735,Marketing Operations,North America,Advertising,2023-08-03 13:22:13,GBP,68989
9999,Marketing Operations,North America,Hardware,2023-08-02 19:54:13,JPY,742202
8827,IT Infrastructure,North America,Hardware,2023-08-03 18:38:23,JPY,817672
1345,Sales Operations,Europe,Commissions,2023-08-03 23:09:59,SGD,497848
7190,Sales Operations,South America,Travel,2023-08-03 14:33:39,USD,358128
3288,Finance,Europe,Travel,2023-08-01 07:48:51,BRL,619982
2866,Finance,North America,Salaries,2023-08-03 10:06:25,SGD,930730
7971,Sales Operations,South America,Travel,2023-08-03 02:39:10,SGD,506112
4085,Human Resources,South America,Benefits,2023-08-03 12:57:03,ARS,942944
7197,Marketing Operations,Europe,Hardware,2023-08-02 23:20:04,SGD,132653
1369,Human Resources,South America,Advertising,2023-08-02 08:21:47,JPY,774653
8940,Finance,Europe,Supplies,2023-08-02 18:03:15,EUR,393565
3086,Research & Development,North America,Benefits,2023-08-02 18:50:59,BRL,565275
4500,Research & Development,South America,Professional Services,2023-08-01 00:57:18,EUR,580677
1714,Marketing Operations,Europe,Software,2023-08-01 14:05:28,JPY,80540
5436,IT Infrastructure,Europe,Salaries,2023-08-02 07:50:51,EUR,733299
1068,IT Infrastructure,Asia Pacific,Software,2023-08-01 05:24:30,JPY,72253
4897,Sales Operations,South America,Professional Services,2023-08-01 13:32:31,GBP,944396
9435,Human Resources,South America,Advertising,2023-08-02 13:08:57,SGD,9193
9562,Marketing Operations,Asia Pacific,Professional Services,2023-08-03 15:52:22,JPY,803767
8626,Marketing Operations,South America,Advertising,2023-08-03 10:08:47,ARS,893963
5397,Human Resources,Europe,Software,2023-08-03 23:23:37,ARS,191970
6369,Finance,Asia Pacific,Advertising,2023-08-02 01:40:50,GBP,122429
6022,Marketing Operations,North America,Supplies,2023-08-01 15:45:38,USD,859515
9498,IT Infrastructure,North America,Advertising,2023-08-03 07:17:07,JPY,797617
2010,Research & Development,North America,Travel,2023-08-02 00:45:31,JPY,898429
8664,Research & Development,Europe,Supplies,2023-08-02 04:31:57,BRL,455607
1759,Marketing Operations,Europe,Professional Services,2023-08-01 22:24:44,JPY,97297
2365,Finance,Asia Pacific,Benefits,2023-08-01 05:09:07,GBP,356187
5975,IT Infrastructure,Europe,Software,2023-08-03 23:14:05,USD,483228
6144,Marketing Operations,North America,Commissions,2023-08-01 02:46:47,BRL,839730
6763,Marketing Operations,North America,Benefits,2023-08-01 14:26:24,USD,286526
6969,IT Infrastructure,South America,Advertising,2023-08-01 19:52:07,GBP,709521
7954,IT Infrastructure,Asia Pacific,Travel,2023-08-02 08:08:33,SGD,368660
9625,IT Infrastructure,Europe,Travel,2023-08-01 04:27:29,SGD,425758
5513,Research & Development,North America,Benefits,2023-08-01 20:56:26,JPY,630436
5762,Human Resources,Asia Pacific,Software,2023-08-01 20:50:09,ARS,109325
4793,Finance,South America,Advertising,2023-08-02 10:18:15,SGD,285759
4277,Marketing Operations,Asia Pacific,Supplies,2023-08-02 23:03:02,GBP,984145
6048,Finance,North America,Professional Services,2023-08-02 20:42:26,JPY,940514
4856,Human Resources,Europe,Benefits,2023-08-03 10:11:46,EUR,183451
1531,Marketing Operations,North America,Advertising,2023-08-01 13:55:15,BRL,88470
7266,Marketing Operations,Asia Pacific,Salaries,2023-08-01 04:21:18,SGD,602893
2830,Marketing Operations,South America,Software,2023-08-03 16:48:29,BRL,620913
2300,IT Infrastructure,North America,Hardware,2023-08-02 01:25:07,SGD,430214
3523,Marketing Operations,Europe,Commissions,2023-08-01 02:32:38,EUR,784789
2888,Sales Operations,Asia Pacific,Advertising,2023-08-03 12:35:38,GBP,268728
2848,Sales Operations,North America,Advertising,2023-08-03 02:08:26,JPY,500602
6695,Human Resources,North America,Hardware,2023-08-03 16:28:57,USD,302356
3968,Human Resources,South America,Professional Services,2023-08-01 16:12:39,ARS,133669
4977,IT Infrastructure,Asia Pacific,Advertising,2023-08-03 09:00:57,GBP,989740
3474,Human Resources,South America,Professional Services,2023-08-03 09:43:00,SGD,30909
4989,Human Resources,Europe,Professional Services,2023-08-02 14:25:07,JPY,326008
9405,Marketing Operations,South America,Salaries,2023-08-02 14:07:52,GBP,691632
3647,Marketing Operations,South America,Software,2023-08-01 13:52:27,USD,321083
2891,IT Infrastructure,Europe,Hardware,2023-08-01 00:05:03,ARS,639606
9006,Finance,South America,Commissions,2023-08-03 18:57:35,ARS,161733
7885,Research & Development,South America,Professional Services,2023-08-02 23:52:11,USD,820036
4367,Sales Operations,South America,Salaries,2023-08-01 07:34:23,BRL,23112
5794,Research & Development,South America,Advertising,2023-08-03 12:25:20,BRL,841865
8702,Research & Development,North America,Salaries,2023-08-01 07:31:00,BRL,628755
1568,Marketing Operations,Europe,Hardware,2023-08-02 19:10:46,SGD,853832
2781,Marketing Operations,North America,Advertising,2023-08-03 05:21:07,SGD,937895
4633,Sales Operations,Asia Pacific,Commissions,2023-08-02 13:48:23,ARS,634553
5865,Finance,Asia Pacific,Travel,2023-08-02 04:54:23,ARS,316361
2388,IT Infrastructure,North America,Professional Services,2023-08-01 22:57:35,ARS,966342
6499,IT Infrastructure,North America,Hardware,2023-08-03 10:48:24,JPY,188405
4880,Sales Operations,Asia Pacific,Professional Services,2023-08-03 05:00:47,BRL,841564
9945,Finance,North America,Professional Services,2023-08-03 15:24:54,USD,501691
4259,Sales Operations,South America,Software,2023-08-01 21:25:54,SGD,655955
2776,Marketing Operations,North America,Professional Services,2023-08-02 15:23:40,EUR,676172
7624,Marketing Operations,Asia Pacific,Commissions,2023-08-02 20:32:23,SGD,159566
9263,Human Resources,South America,Professional Services,2023-08-02 02:42:57,EUR,319088
7181,Finance,South America,Software,2023-08-03 21:59:47,GBP,768512
4819,Human Resources,South America,Salaries,2023-08-01 23:23:02,BRL,955793
9436,Marketing Operations,South America,Software,2023-08-03 18:52:03,GBP,100030
8400,Research & Development,Europe,Advertising,2023-08-01 03:27:09,SGD,927311
6783,Marketing Operations,South America,Salaries,2023-08-03 10:31:41,BRL,657998
8510,Human Resources,North America,Advertising,2023-08-03 05:27:23,SGD,568395
8834,Human Resources,North America,Supplies,2023-08-03 05:27:08,JPY,60626
9613,IT Infrastructure,North America,Supplies,2023-08-02 23:02:03,JPY,923320
3275,Research & Development,South America,Advertising,2023-08-01 09:21:33,SGD,780241
1017,IT Infrastructure,Asia Pacific,Professional Services,2023-08-01 00:27:10,GBP,824486
1985,Sales Operations,Europe,Advertising,2023-08-01 11:41:54,BRL,493513
7084,Marketing Operations,Asia Pacific,Benefits,2023-08-01 02:05:33,USD,395332
6719,Finance,Asia Pacific,Professional Services,2023-08-02 21:57:33,GBP,745794
6290,Finance,South America,Benefits,2023-08-02 12:41:15,SGD,850885
1566,Finance,Asia Pacific,Benefits,2023-08-03 11:46:52,BRL,22447
9255,IT Infrastructure,North America,Benefits,2023-08-02 22:26:53,USD,485476
6644,Sales Operations,Europe,Hardware,2023-08-03 21:45:27,ARS,5959
3269,IT Infrastructure,South America,Salaries,2023-08-02 11:26:47,JPY,475281
9229,IT Infrastructure,North America,Salaries,2023-08-03 19:04:03,USD,524734
4431,Marketing Operations,Europe,Benefits,2023-08-01 02:27:21,ARS,641556
1135,Human Resources,South America,Supplies,2023-08-01 16:53:51,USD,634360
4069,Human Resources,Asia Pacific,Advertising,2023-08-02 14:45:12,USD,220896
6226,Sales Operations,North America,Salaries,2023-08-02 22:15:26,GBP,527324
2851,IT Infrastructure,North America,Benefits,2023-08-03 20:29:52,ARS,307398
3536,Finance,Europe,Advertising,2023-08-03 00:54:20,SGD,338762
9081,Finance,Asia Pacific,Salaries,2023-08-03 07:09:17,USD,111924
8007,Research & Development,South America,Commissions,2023-08-02 02:26:23,GBP,693979
9675,Finance,North America,Commissions,2023-08-01 12:42:45,SGD,166909
7220,Human Resources,Asia Pacific,Benefits,2023-08-03 18:09:40,SGD,61732
3312,Marketing Operations,Europe,Hardware,2023-08-01 07:49:56,SGD,71707
5776,Finance,South America,Benefits,2023-08-03 14:48:07,EUR,642835
7526,Human Resources,North America,Professional Services,2023-08-02 00:18:34,ARS,85455
3736,Sales Operations,North America,Commissions,2023-08-02 13:00:58,EUR,349955
8678,Sales Operations,Asia Pacific,Travel,2023-08-01 11:37:12,USD,661405
6051,IT Infrastructure,Europe,Hardware,2023-08-03 02:47:07,GBP,131987
5110,Marketing Operations,Asia Pacific,Software,2023-08-01 13:58:23,JPY,662569
9245,Research & Development,Europe,Commissions,2023-08-03 18:28:33,JPY,547065
4165,Human Resources,Europe,Benefits,2023-08-01 20:11:57,SGD,711278
3266,IT Infrastructure,South America,Travel,2023-08-01 17:19:46,USD,258249
1884,Finance,Asia Pacific,Software,2023-08-03 00:15:46,SGD,40375
3497,Sales Operations,North America,Advertising,2023-08-01 17:32:42,EUR,908711
3601,IT Infrastructure,Europe,Travel,2023-08-03 12:58:28,ARS,360385
2442,Research & Development,North America,Supplies,2023-08-01 15:56:04,USD,513624
8290,Research & Development,Asia Pacific,Travel,2023-08-02 07:24:52,SGD,900843
3568,Human Resources,North America,Hardware,2023-08-03 19:41:20,EUR,892525
6027,IT Infrastructure,Europe,Hardware,2023-08-02 22:25:52,SGD,802502
6723,Marketing Operations,Asia Pacific,Hardware,2023-08-03 00:15:06,GBP,11194
3718,Sales Operations,Asia Pacific,Hardware,2023-08-01 16:44:26,EUR,111606
5506,Human Resources,Europe,Salaries,2023-08-02 07:50:23,ARS,508614
3898,Research & Development,Asia Pacific,Salaries,2023-08-03 14:56:12,BRL,191487
7163,Research & Development,Europe,Supplies,2023-08-01 12:10:27,ARS,782468
3348,IT Infrastructure,North America,Advertising,2023-08-03 20:44:25,SGD,161945
7160,Marketing Operations,Asia Pacific,Software,2023-08-03 17:32:05,JPY,173620
1904,Research & Development,North America,Supplies,2023-08-03 05:45:44,JPY,102941
9462,Human Resources,North America,Hardware,2023-08-01 19:23:49,USD,597002
6658,Human Resources,Asia Pacific,Professional Services,2023-08-03 08:41:54,USD,719476
9466,Sales Operations,Asia Pacific,Professional Services,2023-08-01 10:14:18,SGD,804909
5511,Research & Development,Europe,Professional Services,2023-08-03 02:39:47,JPY,838877
2554,Human Resources,North America,Commissions,2023-08-03 15:09:22,BRL,32728
1772,Finance,Asia Pacific,Commissions,2023-08-01 12:59:22,SGD,896805
9086,Sales Operations,South America,Software,2023-08-03 11:09:53,GBP,951411
2962,Sales Operations,South America,Benefits,2023-08-03 20:08:10,GBP,660421
8899,Finance,South America,Salaries,2023-08-03 21:54:03,USD,688625
3733,Human Resources,North America,Travel,2023-08-01 12:26:08,GBP,692514
1576,Human Resources,South America,Hardware,2023-08-03 22:16:41,SGD,503387
8696,Research & Development,North America,Commissions,2023-08-03 20:24:31,ARS,854419
9025,Sales Operations,South America,Travel,2023-08-03 23:28:44,EUR,290158
4992,Human Resources,North America,Hardware,2023-08-01 11:06:26,SGD,791716
1383,IT Infrastructure,Europe,Hardware,2023-08-02 07:18:26,GBP,955635
4686,IT Infrastructure,Asia Pacific,Professional Services,2023-08-02 23:10:24,EUR,28966
4607,Marketing Operations,North America,Professional Services,2023-08-03 20:17:22,EUR,255138
7387,Marketing Operations,Asia Pacific,Advertising,2023-08-01 12:25:03,EUR,579303
9514,IT Infrastructure,North America,Hardware,2023-08-02 02:30:51,JPY,84609
5991,Sales Operations,North America,Supplies,2023-08-02 04:27:55,GBP,254922
8726,Human Resources,North America,Travel,2023-08-02 01:56:16,EUR,321455
2727,Human Resources,Europe,Benefits,2023-08-02 23:10:36,EUR,936631
7480,Finance,South America,Benefits,2023-08-03 16:44:27,ARS,979961
5627,Sales Operations,South America,Supplies,2023-08-02 07:44:50,USD,431524
9204,IT Infrastructure,North America,Advertising,2023-08-01 15:58:38,ARS,984935
2286,Sales Operations,North America,Advertising,2023-08-01 13:23:33,BRL,850716
4994,Finance,Europe,Benefits,2023-08-01 05:30:26,JPY,280172
5522,IT Infrastructure,Asia Pacific,Commissions,2023-08-02 04:58:14,SGD,371135
4228,Finance,South America,Advertising,2023-08-03 21:29:41,USD,754230
8782,Marketing Operations,South America,Commissions,2023-08-02 08:23:17,USD,461417
6097,Human Resources,South America,Hardware,2023-08-01 03:38:48,ARS,446989
8540,IT Infrastructure,North America,Supplies,2023-08-02 05:48:59,ARS,852926
3118,Sales Operations,Europe,Supplies,2023-08-01 16:43:43,EUR,979952
1432,Finance,North America,Salaries,2023-08-02 11:40:32,ARS,176255
2286,Sales Operations,Europe,Professional Services,2023-08-03 21:59:57,BRL,765098
7152,Sales Operations,North America,Supplies,2023-08-01 18:51:05,SGD,747469
2335,Research & Development,Asia Pacific,Software,2023-08-01 17:52:58,JPY,960897
3861,Finance,South America,Hardware,2023-08-03 14:24:29,JPY,110219
1259,Finance,Europe,Professional Services,2023-08-02 01:28:32,SGD,532044
8064,Finance,South America,Professional Services,2023-08-03 16:29:53,ARS,821837
6618,Human Resources,Europe,Advertising,2023-08-02 19:38:43,JPY,503722
7542,Research & Development,North America,Software,2023-08-02 08:46:05,EUR,566222
2395,Finance,Asia Pacific,Travel,2023-08-03 01:32:12,USD,553073
2445,Marketing Operations,Asia Pacific,Salaries,2023-08-02 04:57:46,ARS,832558
9957,Finance,Asia Pacific,Benefits,2023-08-03 15:46:09,USD,418433
6277,Research & Development,South America,Hardware,2023-08-03 05:12:24,ARS,448609
5466,Human Resources,Europe,Benefits,2023-08-01 04:20:45,BRL,670291
2911,Sales Operations,Europe,Hardware,2023-08-02 14:24:17,GBP,523209
5962,IT Infrastructure,North America,Software,2023-08-01 03:06:21,USD,563055
4753,Marketing Operations,Asia Pacific,Professional Services,2023-08-03 01:18:13,JPY,611444
8190,Marketing Operations,North America,Software,2023-08-01 21:39:15,EUR,975005
9499,Research & Development,South America,Hardware,2023-08-02 09:11:33,EUR,357487
2879,IT Infrastructure,Europe,Supplies,2023-08-01 12:20:22,BRL,147986
1508,IT Infrastructure,South America,Advertising,2023-08-03 01:46:03,EUR,374873
3558,Sales Operations,South America,Advertising,2023-08-02 16:26:14,EUR,998953
4644,IT Infrastructure,Asia Pacific,Supplies,2023-08-02 20:04:06,EUR,792319
1663,Human Resources,South America,Benefits,2023-08-01 03:22:36,SGD,908801
8989,IT Infrastructure,Europe,Benefits,2023-08-02 19:58:09,USD,578876
8971,Sales Operations,North America,Professional Services,2023-08-01 18:25:28,GBP,906548
5032,IT Infrastructure,Asia Pacific,Software,2023-08-01 01:23:16,BRL,512691
5831,Human Resources,Asia Pacific,Travel,2023-08-02 15:05:28,EUR,536824
5993,Research & Development,South America,Hardware,2023-08-02 17:42:21,GBP,221753
8552,Research & Development,Europe,Hardware,2023-08-02 21:30:22,EUR,633053
1603,Finance,South America,Software,2023-08-03 07:03:07,EUR,506192
7226,Sales Operations,South America,Salaries,2023-08-03 09:30:43,EUR,223471
7001,IT Infrastructure,North America,Hardware,2023-08-01 19:23:58,GBP,57372
7579,IT Infrastructure,North America,Advertising,2023-08-03 09:45:54,USD,829668
4191,IT Infrastructure,North America,Commissions,2023-08-02 17:48:08,GBP,177895
7557,Sales Operations,North America,Advertising,2023-08-02 23:33:19,GBP,231629
5218,Research & Development,Asia Pacific,Travel,2023-08-01 14:41:35,SGD,280270
4738,Marketing Operations,Europe,Supplies,2023-08-01 23:29:43,ARS,987751
3116,Finance,South America,Travel,2023-08-02 11:24:56,GBP,168306
7781,Research & Development,North America,Supplies,2023-08-02 04:07:01,JPY,678893
9871,IT Infrastructure,North America,Travel,2023-08-03 17:07:48,SGD,6752
6580,Finance,Europe,Supplies,2023-08-01 03:34:14,BRL,616220
1147,Sales Operations,Asia Pacific,Salaries,2023-08-02 05:15:28,BRL,274168
1328,Finance,Asia Pacific,Hardware,2023-08-02 13:59:44,ARS,384954
1883,Human Resources,South America,Benefits,2023-08-03 23:33:25,BRL,596777
2103,Research & Development,North America,Commissions,2023-08-02 18:53:13,SGD,752407
8007,Sales Operations,North America,Supplies,2023-08-02 10:32:04,JPY,861813
1558,IT Infrastructure,South America,Commissions,2023-08-01 13:24:14,BRL,925921
9032,Human Resources,North America,Travel,2023-08-01 17:34:19,SGD,140271
5654,IT Infrastructure,Europe,Professional Services,2023-08-01 06:01:58,USD,647190
9347,Marketing Operations,South America,Supplies,2023-08-02 10:55:39,GBP,434264
4760,Marketing Operations,South America,Software,2023-08-03 15:58:06,USD,802412
8320,Marketing Operations,North America,Professional Services,2023-08-01 21:17:36,EUR,487042
5981,Finance,Europe,Software,2023-08-01 17:32:42,EUR,804435
6287,IT Infrastructure,South America,Salaries,2023-08-01 21:20:03,EUR,668127
6945,Marketing Operations,Europe,Salaries,2023-08-01 20:39:21,SGD,645206
8649,Research & Development,South America,Software,2023-08-02 04:04:40,EUR,677732
8787,Research & Development,South America,Advertising,2023-08-02 01:17:16,JPY,190604
9285,IT Infrastructure,South America,Travel,2023-08-02 00:11:02,GBP,6676
1049,IT Infrastructure,South America,Software,2023-08-01 03:51:04,USD,26418
4587,Sales Operations,South America,Benefits,2023-08-01 16:45:40,EUR,703950
8431,IT Infrastructure,North America,Benefits,2023-08-02 04:52:41,SGD,156316
7873,Marketing Operations,South America,Commissions,2023-08-02 12:11:43,EUR,634294
6958,Marketing Operations,Asia Pacific,Benefits,2023-08-01 13:42:35,GBP,541698
6723,Research & Development,North America,Salaries,2023-08-01 05:34:28,USD,269650
1045,Human Resources,North America,Software,2023-08-02 00:54:27,BRL,87412
3301,Research & Development,North America,Commissions,2023-08-01 04:19:12,SGD,127333
2136,Marketing Operations,South America,Professional Services,2023-08-03 15:33:15,EUR,816910
2620,Sales Operations,Asia Pacific,Software,2023-08-03 18:21:40,BRL,624334
8694,Research & Development,Europe,Salaries,2023-08-03 21:31:31,USD,901797
3787,Research & Development,South America,Supplies,2023-08-03 09:02:53,SGD,7877
2171,Research & Development,Asia Pacific,Hardware,2023-08-02 21:55:56,ARS,438432
2077,Human Resources,North America,Salaries,2023-08-02 18:48:24,ARS,80364
1689,IT Infrastructure,North America,Advertising,2023-08-01 15:59:30,GBP,676872
6071,Sales Operations,South America,Software,2023-08-02 12:35:53,BRL,952880
6922,Marketing Operations,Europe,Supplies,2023-08-01 20:38:14,GBP,26854
1677,Sales Operations,Asia Pacific,Software,2023-08-03 11:45:37,JPY,829211
7626,Marketing Operations,South America,Hardware,2023-08-02 23:23:46,EUR,680359
1949,Research & Development,Europe,Supplies,2023-08-01 02:02:27,ARS,818186
9586,Research & Development,Asia Pacific,Commissions,2023-08-01 23:53:49,GBP,961545
1770,Sales Operations,Asia Pacific,Salaries,2023-08-02 20:17:50,USD,250342
4453,Human Resources,South America,Advertising,2023-08-01 13:55:05,EUR,866250
5231,Sales Operations,South America,Commissions,2023-08-03 19:25:13,GBP,55582
7351,Finance,Asia Pacific,Benefits,2023-08-03 09:08:52,BRL,158901
5678,Research & Development,Europe,Hardware,2023-08-02 22:18:21,BRL,108684
4401,Research & Development,Europe,Advertising,2023-08-03 08:51:37,BRL,207763
8733,Finance,North America,Commissions,2023-08-02 00:08:12,BRL,124082
6319,IT Infrastructure,Asia Pacific,Hardware,2023-08-01 18:02:42,SGD,289467
5145,IT Infrastructure,Europe,Benefits,2023-08-01 16:25:46,BRL,408398
2605,Human Resources,Europe,Salaries,2023-08-03 13:13:53,ARS,59976
6998,IT Infrastructure,Europe,Salaries,2023-08-01 17:23:34,GBP,310210
8896,IT Infrastructure,North America,Advertising,2023-08-01 09:42:24,BRL,889461
2582,Human Resources,Europe,Advertising,2023-08-01 02:07:41,GBP,914199
7138,IT Infrastructure,Asia Pacific,Salaries,2023-08-03 07:11:37,ARS,596527
5222,Finance,South America,Advertising,2023-08-02 23:24:32,GBP,706981
5217,IT Infrastructure,North America,Software,2023-08-03 13:18:27,BRL,406166
2683,Human Resources,South America,Professional Services,2023-08-01 13:29:41,BRL,618468
2237,Research & Development,Asia Pacific,Software,2023-08-01 03:24:27,SGD,192346
8022,Marketing Operations,South America,Benefits,2023-08-02 15:51:29,GBP,436178
7817,Finance,North America,Benefits,2023-08-02 19:38:19,GBP,975083
2970,Sales Operations,Europe,Hardware,2023-08-03 10:56:03,ARS,39480
9107,IT Infrastructure,North America,Benefits,2023-08-03 03:16:15,GBP,437706
8653,IT Infrastructure,Europe,Professional Services,2023-08-01 00:19:09,BRL,772544
3427,IT Infrastructure,Asia Pacific,Software,2023-08-01 18:47:25,USD,861096
9764,IT Infrastructure,Asia Pacific,Hardware,2023-08-03 08:22:31,BRL,636989
8687,Finance,Europe,Benefits,2023-08-01 10:07:43,JPY,336207
2572,Human Resources,South America,Travel,2023-08-03 12:42:30,BRL,305492
2650,Marketing Operations,South America,Salaries,2023-08-01 23:12:56,ARS,962142
6449,Research & Development,Asia Pacific,Professional Services,2023-08-03 11:43:16,JPY,811888
7142,Marketing Operations,Asia Pacific,Travel,2023-08-02 15:54:15,BRL,640704
6321,Finance,Asia Pacific,Benefits,2023-08-02 10:58:35,ARS,410466
5746,Sales Operations,South America,Salaries,2023-08-01 12:20:30,ARS,234044
2767,Research & Development,North America,Software,2023-08-01 18:05:05,SGD,787412
3472,Marketing Operations,North America,Benefits,2023-08-02 00:30:53,EUR,437573
7650,IT Infrastructure,Europe,Professional Services,2023-08-03 17:30:42,USD,677464
7275,Finance,Asia Pacific,Commissions,2023-08-02 19:24:54,SGD,729440
3260,Research & Development,South America,Supplies,2023-08-01 17:45:27,BRL,419708
3059,IT Infrastructure,Europe,Advertising,2023-08-03 04:18:36,BRL,885326
8535,Research & Development,Asia Pacific,Supplies,2023-08-03 10:13:15,BRL,734501
6234,IT Infrastructure,North America,Supplies,2023-08-03 12:45:19,GBP,193908
8317,Marketing Operations,Asia Pacific,Benefits,2023-08-02 12:03:51,EUR,264769
9861,Marketing Operations,North America,Software,2023-08-02 10:41:43,ARS,461451
5278,Finance,Asia Pacific,Professional Services,2023-08-01 23:23:22,ARS,609575
1798,Human Resources,South America,Salaries,2023-08-03 10:00:42,JPY,696989
6976,IT Infrastructure,South America,Commissions,2023-08-02 04:05:23,JPY,155304
4637,IT Infrastructure,South America,Supplies,2023-08-03 22:13:39,BRL,933113
9314,Research & Development,South America,Commissions,2023-08-02 15:31:25,SGD,789346
5207,Research & Development,North America,Supplies,2023-08-03 13:53:41,USD,22049
2589,Marketing Operations,Europe,Advertising,2023-08-01 12:56:47,BRL,664161
7653,Finance,South America,Benefits,2023-08-03 10:49:40,ARS,619407
3880,Finance,Asia Pacific,Salaries,2023-08-03 22:55:32,GBP,882984
5803,Research & Development,Europe,Advertising,2023-08-03 21:59:52,USD,432120
6764,IT Infrastructure,Europe,Travel,2023-08-03 16:37:41,EUR,926716
4138,Sales Operations,North America,Travel,2023-08-01 13:21:11,USD,669831
8463,IT Infrastructure,Europe,Travel,2023-08-01 06:17:40,GBP,512743
1682,IT Infrastructure,North America,Professional Services,2023-08-02 14:09:53,EUR,437682
1783,Human Resources,South America,Advertising,2023-08-02 12:58:53,GBP,598513
5103,Finance,North America,Benefits,2023-08-03 01:05:37,BRL,128912
5619,Finance,Asia Pacific,Hardware,2023-08-01 23:56:48,USD,403407
2226,Marketing Operations,South America,Software,2023-08-03 20:19:50,GBP,21262
7260,Sales Operations,Asia Pacific,Travel,2023-08-02 15:36:17,ARS,510231
5981,Sales Operations,North America,Travel,2023-08-02 05:14:55,SGD,658641
6375,Research & Development,Asia Pacific,Software,2023-08-01 08:00:36,USD,137529
3618,Finance,South America,Salaries,2023-08-01 10:12:50,SGD,719680
3391,Marketing Operations,North America,Benefits,2023-08-02 16:18:23,SGD,667134
6314,Sales Operations,South America,Travel,2023-08-03 18:35:44,JPY,178122
9633,IT Infrastructure,Asia Pacific,Benefits,2023-08-03 15:17:57,GBP,736807
8603,Finance,Europe,Advertising,2023-08-01 12:21:41,BRL,769292
1159,Research & Development,Europe,Salaries,2023-08-02 08:52:02,BRL,19480
3220,Research & Development,Asia Pacific,Professional Services,2023-08-03 21:24:53,EUR,105853
6426,Research & Development,Asia Pacific,Travel,2023-08-03 04:53:56,ARS,477009
