Cost center number,Cost center name,Region,Cost category,timestamp,currency code,amount
2577,Research & Development,Asia Pacific,Hardware,2023-08-02 03:25:08,BRL,932882
5984,Marketing Operations,South America,Salaries,2023-08-01 22:18:43,SGD,201366
8969,Human Resources,North America,Supplies,2023-08-03 03:14:46,SGD,595575
4789,IT Infrastructure,North America,Software,2023-08-01 07:30:06,SGD,863946
3543,Research & Development,Asia Pacific,Hardware,2023-08-01 18:57:29,SGD,742057
8457,Marketing Operations,Europe,Hardware,2023-08-01 12:02:58,ARS,258016
3336,Human Resources,Asia Pacific,Travel,2023-08-01 11:22:26,BRL,536579
4983,Human Resources,North America,Salaries,2023-08-03 17:02:06,SGD,186517
1857,Human Resources,South America,Commissions,2023-08-03 19:52:03,BRL,133206
5134,Sales Operations,Asia Pacific,Salaries,2023-08-01 09:29:31,GBP,195698
5948,Marketing Operations,South America,Travel,2023-08-03 04:40:22,EUR,130064
1301,Sales Operations,Europe,Salaries,2023-08-03 23:01:51,JPY,939851
9340,Finance,South America,Commissions,2023-08-03 14:10:36,EUR,776486
1765,Finance,South America,Software,2023-08-02 20:21:48,SGD,736130
1408,Human Resources,Asia Pacific,Benefits,2023-08-01 04:55:55,GBP,199963
1796,Marketing Operations,South America,Travel,2023-08-03 12:47:30,EUR,83239
1386,Sales Operations,Europe,Software,2023-08-02 04:59:49,JPY,604383
8306,Marketing Operations,South America,Hardware,2023-08-03 02:47:35,SGD,192786
2566,Marketing Operations,South America,Benefits,2023-08-03 00:10:24,USD,406048
2475,Sales Operations,Europe,Software,2023-08-02 05:44:32,JPY,99226
8039,Finance,Europe,Benefits,2023-08-02 18:34:14,USD,472457
2972,IT Infrastructure,Europe,Salaries,2023-08-02 01:48:41,USD,602449
9830,Human Resources,South America,Professional Services,2023-08-02 14:28:54,EUR,259877
2739,Sales Operations,South America,Professional Services,2023-08-01 19:23:14,ARS,484059
5049,IT Infrastructure,Europe,Supplies,2023-08-03 10:41:34,EUR,261137
2737,Human Resources,South America,Travel,2023-08-03 01:03:37,USD,283843
4692,Research & Development,Europe,Advertising,2023-08-03 09:37:13,ARS,629953
9601,Finance,Europe,Professional Services,2023-08-03 16:34:45,SGD,628393
3114,Research & Development,North America,Benefits,2023-08-03 00:10:30,USD,36538
2022,Finance,Asia Pacific,Travel,2023-08-03 08:25:04,BRL,370206
3769,Marketing Operations,South America,Hardware,2023-08-03 01:47:31,BRL,406887
7315,Research & Development,Europe,Professional Services,2023-08-01 00:34:40,GBP,844677
5020,Finance,Asia Pacific,Advertising,2023-08-01 01:34:32,GBP,503355
7188,IT Infrastructure,Europe,Salaries,2023-08-03 18:47:46,EUR,909906
5235,Research & Development,Asia Pacific,Professional Services,2023-08-01 12:34:40,USD,832472
4764,Marketing Operations,North America,Software,2023-08-03 06:59:41,ARS,645019
9585,IT Infrastructure,Asia Pacific,Hardware,2023-08-01 22:05:52,BRL,436366
6851,Marketing Operations,Asia Pacific,Professional Services,2023-08-03 13:09:49,EUR,932006
7427,Research & Development,South America,Hardware,2023-08-03 00:33:25,JPY,50790
9465,Sales Operations,South America,Hardware,2023-08-03 08:47:02,BRL,580227
1923,Finance,Asia Pacific,Hardware,2023-08-02 11:00:26,JPY,527846
4459,Sales Operations,Asia Pacific,Professional Services,2023-08-01 19:54:51,BRL,104615
3850,Marketing Operations,Asia Pacific,Commissions,2023-08-03 02:27:05,SGD,715082
4801,Sales Operations,Europe,Software,2023-08-02 22:13:37,JPY,462660
1180,Sales Operations,North America,Advertising,2023-08-01 06:18:49,USD,547878
6575,Sales Operations,Asia Pacific,Hardware,2023-08-03 23:25:43,GBP,708487
4203,IT Infrastructure,Europe,Supplies,2023-08-03 13:28:15,SGD,247430
6647,Sales Operations,North America,Commissions,2023-08-03 00:32:40,USD,73540
2539,Sales Operations,Asia Pacific,Hardware,2023-08-01 22:17:04,GBP,416879
1293,Finance,Europe,Professional Services,2023-08-01 09:08:34,JPY,141228
3726,Human Resources,Europe,Advertising,2023-08-02 07:31:31,SGD,524264
9030,Sales Operations,South America,Benefits,2023-08-02 11:32:25,GBP,566047
5765,Human Resources,North America,Supplies,2023-08-02 14:38:43,JPY,692463
7352,IT Infrastructure,North America,Commissions,2023-08-02 01:44:56,JPY,207203
8576,IT Infrastructure,South America,Commissions,2023-08-01 15:37:47,JPY,44571
1206,Finance,South America,Travel,2023-08-03 20:07:48,SGD,534879
2553,Finance,Europe,Professional Services,2023-08-03 00:34:22,GBP,58390
7527,Human Resources,South America,Travel,2023-08-02 18:52:40,BRL,750671
2848,IT Infrastructure,North America,Software,2023-08-02 19:53:06,ARS,880865
9447,Marketing Operations,Asia Pacific,Salaries,2023-08-03 02:53:00,GBP,989013
9178,Finance,South America,Hardware,2023-08-03 00:50:52,EUR,962106
7754,Sales Operations,Europe,Advertising,2023-08-03 17:16:56,SGD,447208
4194,Human Resources,Europe,Travel,2023-08-02 06:17:10,GBP,312099
5892,IT Infrastructure,South America,Benefits,2023-08-03 23:19:14,GBP,826090
6675,Sales Operations,North America,Salaries,2023-08-03 02:14:05,ARS,985292
3114,Sales Operations,Europe,Hardware,2023-08-01 00:06:41,BRL,443473
7717,Marketing Operations,Europe,Supplies,2023-08-01 04:09:06,USD,903021
8213,Research & Development,North America,Benefits,2023-08-02 04:06:29,JPY,212618
9949,IT Infrastructure,Asia Pacific,Professional Services,2023-08-02 18:53:19,EUR,260594
6685,Sales Operations,North America,Advertising,2023-08-02 22:03:43,GBP,128173
4184,IT Infrastructure,South America,Commissions,2023-08-01 19:21:49,GBP,466740
5004,Finance,South America,Hardware,2023-08-03 08:30:06,SGD,536785
4715,Research & Development,Europe,Supplies,2023-08-02 03:17:18,BRL,588858
4767,Human Resources,North America,Benefits,2023-08-03 03:18:37,JPY,872354
2806,IT Infrastructure,North America,Advertising,2023-08-02 08:43:46,BRL,486747
9483,Sales Operations,Asia Pacific,Professional Services,2023-08-03 18:30:00,JPY,679867
8519,IT Infrastructure,Asia Pacific,Software,2023-08-02 22:12:41,SGD,919786
1825,Research & Development,Europe,Benefits,2023-08-02 01:02:21,JPY,412471
6887,Sales Operations,Asia Pacific,Professional Services,2023-08-02 13:16:24,EUR,195529
1336,Marketing Operations,Asia Pacific,Benefits,2023-08-01 05:49:07,SGD,162141
2096,Sales Operations,South America,Supplies,2023-08-03 13:06:24,EUR,458530
8373,Human Resources,Europe,Benefits,2023-08-02 15:54:51,SGD,587693
7960,IT Infrastructure,North America,Supplies,2023-08-01 11:00:48,EUR,958619
7784,Research & Development,North America,Salaries,2023-08-02 09:35:53,JPY,393352
6421,Marketing Operations,North America,Software,2023-08-03 11:19:31,ARS,446415
8689,IT Infrastructure,North America,Hardware,2023-08-02 00:35:57,JPY,827751
9878,Human Resources,South America,Benefits,2023-08-03 14:59:59,ARS,602497
1139,Sales Operations,Asia Pacific,Hardware,2023-08-03 11:47:22,SGD,722232
9217,Marketing Operations,Asia Pacific,Supplies,2023-08-03 17:57:55,BRL,261470
4500,IT Infrastructure,South America,Professional Services,2023-08-03 10:13:19,ARS,530041
8813,Marketing Operations,Asia Pacific,Professional Services,2023-08-01 08:03:24,ARS,823225
2025,Marketing Operations,North America,Benefits,2023-08-03 08:38:38,EUR,595834
7132,Sales Operations,Europe,Professional Services,2023-08-03 19:14:45,USD,833111
9673,IT Infrastructure,North America,Professional Services,2023-08-02 15:13:31,GBP,945740
9445,Human Resources,Asia Pacific,Salaries,2023-08-01 00:43:42,JPY,156692
3330,Human Resources,South America,Commissions,2023-08-02 13:57:14,EUR,113402
5786,Human Resources,Europe,Hardware,2023-08-03 16:58:49,ARS,378137
7411,Finance,North America,Travel,2023-08-02 18:04:24,BRL,150254
6323,Marketing Operations,North America,Software,2023-08-01 06:58:41,USD,26481
7776,IT Infrastructure,South America,Travel,2023-08-03 19:21:50,EUR,727689
6378,Sales Operations,Europe,Benefits,2023-08-02 20:12:13,BRL,963596
1338,Human Resources,North America,Salaries,2023-08-01 16:33:34,BRL,975325
3060,Research & Development,Europe,Travel,2023-08-02 00:40:38,JPY,580233
9826,Sales Operations,North America,Hardware,2023-08-02 03:31:02,GBP,642413
9627,Human Resources,North America,Commissions,2023-08-02 06:42:36,GBP,655897
9915,Finance,Europe,Salaries,2023-08-03 04:39:55,BRL,43705
4345,Finance,Europe,Commissions,2023-08-02 22:51:48,BRL,34812
8560,Sales Operations,Asia Pacific,Travel,2023-08-01 15:15:32,BRL,363837
4985,Finance,Europe,Salaries,2023-08-02 17:04:37,BRL,726259
1273,IT Infrastructure,South America,Commissions,2023-08-01 08:40:33,USD,316696
7780,Finance,Asia Pacific,Supplies,2023-08-02 13:19:30,ARS,646724
1264,Sales Operations,Asia Pacific,Supplies,2023-08-02 23:11:42,GBP,334185
1289,Human Resources,Europe,Travel,2023-08-01 05:29:10,EUR,930718
3534,IT Infrastructure,Europe,Salaries,2023-08-03 01:13:19,GBP,679371
6784,Human Resources,North America,Software,2023-08-03 00:18:53,ARS,862386
2017,Finance,Asia Pacific,Travel,2023-08-03 08:07:32,ARS,968760
6510,Sales Operations,Asia Pacific,Supplies,2023-08-02 03:14:26,JPY,880997
2756,Finance,Europe,Supplies,2023-08-01 18:48:30,BRL,769432
5560,Finance,South America,Software,2023-08-01 18:36:07,ARS,920804
4892,IT Infrastructure,South America,Professional Services,2023-08-03 19:33:00,JPY,846693
9907,IT Infrastructure,Asia Pacific,Software,2023-08-03 11:23:33,JPY,906871
9999,Marketing Operations,Europe,Software,2023-08-03 01:25:47,BRL,891000
2707,Marketing Operations,North America,Salaries,2023-08-02 09:46:48,EUR,39469
2477,Marketing Operations,South America,Professional Services,2023-08-02 11:28:20,GBP,697291
3932,IT Infrastructure,North America,Salaries,2023-08-01 11:06:30,BRL,584639
6456,Research & Development,South America,Software,2023-08-03 16:53:53,ARS,876140
7050,IT Infrastructure,South America,Travel,2023-08-01 16:43:35,SGD,643514
8607,Human Resources,South America,Supplies,2023-08-01 11:29:06,GBP,244855
6013,Sales Operations,Asia Pacific,Supplies,2023-08-02 09:50:20,BRL,480999
4771,Human Resources,North America,Salaries,2023-08-01 06:35:44,BRL,591753
3703,IT Infrastructure,North America,Professional Services,2023-08-03 08:57:18,USD,973244
4255,Sales Operations,Europe,Commissions,2023-08-02 07:16:39,JPY,134982
1413,Sales Operations,Europe,Hardware,2023-08-03 09:57:27,EUR,286023
5029,Sales Operations,Asia Pacific,Travel,2023-08-01 11:53:27,ARS,414743
6437,Marketing Operations,Asia Pacific,Hardware,2023-08-02 11:24:30,GBP,635577
7316,Marketing Operations,North America,Commissions,2023-08-01 06:37:03,USD,569643
4025,IT Infrastructure,Europe,Commissions,2023-08-01 06:22:00,USD,40716
7776,Research & Development,North America,Hardware,2023-08-03 19:35:07,JPY,910469
3046,Marketing Operations,South America,Commissions,2023-08-01 01:25:20,EUR,944110
3999,Research & Development,South America,Hardware,2023-08-01 00:00:33,USD,868028
5528,Sales Operations,Asia Pacific,Commissions,2023-08-01 05:54:48,SGD,50114
9462,Human Resources,South America,Benefits,2023-08-01 12:21:16,SGD,517840
3270,Human Resources,South America,Commissions,2023-08-03 08:38:09,USD,840778
2467,IT Infrastructure,South America,Advertising,2023-08-02 08:27:00,ARS,739255
8649,Finance,Asia Pacific,Advertising,2023-08-02 09:50:28,ARS,367113
2091,Marketing Operations,South America,Advertising,2023-08-03 08:37:49,USD,781283
6301,Research & Development,South America,Professional Services,2023-08-03 04:27:21,BRL,438017
8091,Research & Development,Europe,Professional Services,2023-08-03 07:18:56,JPY,512232
9951,Sales Operations,North America,Supplies,2023-08-02 07:22:28,JPY,732024
4390,Sales Operations,South America,Benefits,2023-08-01 16:17:39,JPY,847760
2977,Human Resources,Europe,Software,2023-08-03 14:06:43,BRL,977214
7099,Finance,South America,Hardware,2023-08-02 16:47:25,JPY,453432
1128,Finance,South America,Travel,2023-08-03 03:00:18,EUR,148876
1491,Research & Development,Europe,Salaries,2023-08-02 00:04:38,SGD,983314
3576,Marketing Operations,South America,Hardware,2023-08-02 06:52:47,USD,338424
1629,Human Resources,Asia Pacific,Commissions,2023-08-03 23:00:14,BRL,647395
5585,Marketing Operations,North America,Benefits,2023-08-02 11:17:23,GBP,92585
7901,Sales Operations,South America,Benefits,2023-08-02 07:04:16,GBP,596807
2426,Research & Development,Europe,Software,2023-08-02 18:49:18,SGD,971452
8651,Sales Operations,Europe,Supplies,2023-08-02 02:53:21,USD,324240
4125,Marketing Operations,Asia Pacific,Travel,2023-08-01 20:05:10,SGD,419070
5859,Marketing Operations,Asia Pacific,Professional Services,2023-08-03 09:45:21,BRL,260199
5005,Finance,Europe,Commissions,2023-08-02 04:16:16,USD,254779
4459,Finance,Europe,Commissions,2023-08-02 18:20:48,SGD,231825
6121,Finance,Europe,Commissions,2023-08-03 20:55:03,JPY,661804
4003,Finance,South America,Software,2023-08-01 15:55:02,SGD,251532
2806,Finance,South America,Travel,2023-08-02 09:11:11,JPY,389465
5462,Sales Operations,Europe,Hardware,2023-08-02 17:37:31,SGD,771029
8841,Human Resources,South America,Advertising,2023-08-02 10:32:12,SGD,706352
9126,Human Resources,North America,Commissions,2023-08-01 04:11:07,ARS,786158
4326,Marketing Operations,North America,Supplies,2023-08-02 18:36:46,ARS,632768
8497,Sales Operations,South America,Software,2023-08-02 21:13:15,JPY,802994
3546,Finance,Asia Pacific,Professional Services,2023-08-02 13:18:01,ARS,301382
4974,Sales Operations,Asia Pacific,Hardware,2023-08-03 02:04:27,GBP,321795
7751,IT Infrastructure,North America,Benefits,2023-08-03 12:07:12,SGD,776421
8272,Finance,North America,Advertising,2023-08-03 10:25:27,SGD,256812
8033,Human Resources,South America,Advertising,2023-08-01 08:03:44,SGD,947427
9128,Marketing Operations,Europe,Travel,2023-08-01 17:23:29,USD,597516
7952,Marketing Operations,North America,Supplies,2023-08-02 19:52:16,EUR,345839
7988,Sales Operations,Europe,Professional Services,2023-08-03 15:08:06,SGD,795430
3711,Human Resources,Europe,Salaries,2023-08-02 15:59:25,ARS,339956
8867,IT Infrastructure,South America,Software,2023-08-02 05:58:27,USD,97606
8645,Sales Operations,South America,Professional Services,2023-08-01 01:20:00,JPY,638231
8698,Finance,Europe,Professional Services,2023-08-02 10:18:40,USD,18299
5499,Sales Operations,Asia Pacific,Supplies,2023-08-02 23:24:49,EUR,537866
6784,Research & Development,Asia Pacific,Hardware,2023-08-02 15:17:16,EUR,889765
3300,IT Infrastructure,South America,Supplies,2023-08-01 21:24:06,ARS,119432
4573,Sales Operations,North America,Hardware,2023-08-03 01:24:58,JPY,159239
8691,IT Infrastructure,Europe,Benefits,2023-08-02 02:00:29,ARS,764226
3337,Marketing Operations,Asia Pacific,Software,2023-08-03 05:00:24,EUR,125423
2375,Research & Development,South America,Travel,2023-08-01 01:57:02,ARS,354809
7124,Finance,Europe,Salaries,2023-08-03 03:06:29,SGD,453793
2604,IT Infrastructure,South America,Advertising,2023-08-03 20:59:17,EUR,581557
4420,Marketing Operations,Asia Pacific,Professional Services,2023-08-03 23:36:55,ARS,443475
6050,Sales Operations,Asia Pacific,Advertising,2023-08-03 18:19:11,GBP,74240
8641,Sales Operations,North America,Software,2023-08-01 09:53:19,ARS,501909
1339,Finance,Europe,Supplies,2023-08-01 13:45:32,ARS,685950
9138,Marketing Operations,North America,Professional Services,2023-08-03 21:24:55,SGD,891326
6406,Marketing Operations,North America,Travel,2023-08-01 21:36:45,GBP,971179
9167,Human Resources,North America,Salaries,2023-08-03 08:19:04,JPY,690357
2279,Research & Development,Europe,Software,2023-08-02 02:45:58,JPY,898650
7653,Research & Development,Europe,Benefits,2023-08-03 17:38:45,GBP,516711
4736,Finance,Asia Pacific,Professional Services,2023-08-03 02:41:49,ARS,509459
5161,Marketing Operations,Europe,Software,2023-08-02 09:15:03,ARS,22989
5700,IT Infrastructure,Europe,Advertising,2023-08-03 17:31:51,ARS,451709
5502,Sales Operations,Europe,Salaries,2023-08-01 03:16:05,SGD,479666
3733,Human Resources,Europe,Commissions,2023-08-02 10:37:28,GBP,40504
4739,Finance,Europe,Commissions,2023-08-02 19:51:04,GBP,592835
1866,Research & Development,Europe,Advertising,2023-08-02 22:10:11,BRL,6663
1854,Sales Operations,South America,Advertising,2023-08-01 09:21:10,BRL,687337
9345,Human Resources,Europe,Professional Services,2023-08-02 18:46:34,GBP,139737
5382,Sales Operations,South America,Advertising,2023-08-02 11:09:58,ARS,394499
6869,Sales Operations,Asia Pacific,Software,2023-08-03 15:46:19,USD,641691
5747,Human Resources,South America,Software,2023-08-02 04:05:00,SGD,999856
5977,Finance,North America,Travel,2023-08-01 16:56:54,GBP,918212
2526,Finance,South America,Hardware,2023-08-02 05:50:14,ARS,109546
9355,Marketing Operations,North America,Commissions,2023-08-03 12:37:44,BRL,62177
9887,Marketing Operations,Asia Pacific,Commissions,2023-08-02 10:46:25,SGD,363212
6535,Research & Development,South America,Benefits,2023-08-02 17:23:30,JPY,171236
9702,Research & Development,South America,Commissions,2023-08-01 06:14:54,BRL,402409
7281,Marketing Operations,North America,Software,2023-08-02 04:55:00,GBP,404669
1316,IT Infrastructure,Europe,Salaries,2023-08-03 01:04:36,USD,71191
9528,Sales Operations,North America,Commissions,2023-08-02 15:01:33,ARS,216503
4728,Sales Operations,North America,Advertising,2023-08-02 12:59:07,JPY,174472
7568,Human Resources,Asia Pacific,Software,2023-08-03 21:23:56,JPY,322342
7246,Human Resources,South America,Travel,2023-08-03 02:27:07,GBP,541970
6690,Sales Operations,Asia Pacific,Professional Services,2023-08-02 12:45:09,JPY,593327
1635,Finance,Asia Pacific,Advertising,2023-08-03 21:12:09,JPY,869888
2362,Finance,North America,Advertising,2023-08-02 06:33:26,GBP,74520
4253,Research & Development,South America,Hardware,2023-08-03 14:37:32,ARS,927514
1627,Finance,South America,Salaries,2023-08-03 00:22:38,SGD,714261
3169,IT Infrastructure,Europe,Advertising,2023-08-03 20:56:41,SGD,337811
7729,Sales Operations,Europe,Supplies,2023-08-01 07:25:32,ARS,254672
7599,Human Resources,South America,Benefits,2023-08-03 12:35:15,EUR,37774
1786,Finance,Europe,Advertising,2023-08-03 11:09:16,GBP,523349
3516,Marketing Operations,South America,Salaries,2023-08-01 11:07:01,GBP,959221
3885,Marketing Operations,North America,Travel,2023-08-02 07:11:40,SGD,567837
4256,Finance,North America,Benefits,2023-08-02 03:07:32,USD,567976
3617,Marketing Operations,North America,Supplies,2023-08-02 21:05:27,EUR,922929
6595,Research & Development,Europe,Professional Services,2023-08-01 03:27:00,ARS,771444
4323,IT Infrastructure,Asia Pacific,Professional Services,2023-08-03 01:48:00,ARS,874151
5030,Research & Development,North America,Professional Services,2023-08-02 00:05:49,ARS,131201
8545,Finance,Europe,Travel,2023-08-01 21:43:43,BRL,299515
9029,Finance,South America,Advertising,2023-08-01 03:29:16,GBP,649836
6525,Research & Development,Asia Pacific,Supplies,2023-08-03 18:19:18,JPY,793373
4746,Marketing Operations,South America,Salaries,2023-08-01 10:19:33,JPY,712458
1463,Research & Development,North America,Hardware,2023-08-03 00:58:07,USD,401168
5943,Human Resources,South America,Commissions,2023-08-03 05:01:34,USD,647793
1123,Finance,Asia Pacific,Travel,2023-08-01 17:10:57,USD,572044
6146,Sales Operations,South America,Travel,2023-08-03 10:58:21,JPY,644853
7414,Human Resources,Asia Pacific,Hardware,2023-08-02 14:15:18,USD,463462
2619,Human Resources,Europe,Commissions,2023-08-02 20:33:52,JPY,754997
6187,Marketing Operations,North America,Hardware,2023-08-01 16:31:50,BRL,226621
9626,Human Resources,Europe,Professional Services,2023-08-02 16:35:08,ARS,456540
1947,IT Infrastructure,Asia Pacific,Hardware,2023-08-03 04:41:38,JPY,181138
8903,Research & Development,Asia Pacific,Salaries,2023-08-01 07:56:23,JPY,355717
2034,Research & Development,Europe,Professional Services,2023-08-01 09:59:58,EUR,423414
1050,Human Resources,Asia Pacific,Supplies,2023-08-01 17:13:46,GBP,417986
5549,Sales Operations,North America,Salaries,2023-08-01 22:16:56,BRL,69035
5844,Sales Operations,South America,Benefits,2023-08-01 23:32:17,EUR,980127
8035,Sales Operations,Asia Pacific,Salaries,2023-08-02 17:10:35,GBP,648222
6652,Marketing Operations,Europe,Advertising,2023-08-03 22:47:51,GBP,356072
4391,IT Infrastructure,Asia Pacific,Travel,2023-08-03 00:17:48,ARS,284452
8759,Research & Development,South America,Travel,2023-08-01 23:34:39,JPY,804077
8372,Finance,South America,Travel,2023-08-01 11:54:27,ARS,34333
3719,Sales Operations,Europe,Advertising,2023-08-01 02:22:39,ARS,561653
3733,Research & Development,Asia Pacific,Salaries,2023-08-03 05:28:20,BRL,211166
7426,Finance,Asia Pacific,Commissions,2023-08-01 20:54:09,USD,4281
7335,Marketing Operations,North America,Travel,2023-08-01 21:23:57,GBP,40377
6750,Finance,South America,Hardware,2023-08-01 08:41:08,EUR,802267
2213,Marketing Operations,Asia Pacific,Hardware,2023-08-02 15:24:25,JPY,650924
6658,Finance,North America,Professional Services,2023-08-01 14:42:15,BRL,448019
1965,Sales Operations,South America,Software,2023-08-03 16:38:40,EUR,69325
4273,Sales Operations,Asia Pacific,Salaries,2023-08-02 05:42:05,BRL,529332
4882,Marketing Operations,Europe,Benefits,2023-08-01 11:49:26,BRL,879304
5510,Finance,Asia Pacific,Commissions,2023-08-01 16:08:54,GBP,649272
3538,Human Resources,South America,Advertising,2023-08-01 14:04:17,GBP,10754
5829,IT Infrastructure,South America,Advertising,2023-08-03 01:15:35,USD,976104
1371,Finance,South America,Travel,2023-08-03 02:21:55,GBP,140711
4177,Human Resources,North America,Advertising,2023-08-01 14:56:23,BRL,402374
7205,Human Resources,Asia Pacific,Benefits,2023-08-03 03:27:50,EUR,27529
9438,Sales Operations,Asia Pacific,Professional Services,2023-08-01 08:37:38,SGD,166197
7426,Research & Development,North America,Travel,2023-08-02 14:43:27,EUR,496937
3947,Finance,Asia Pacific,Supplies,2023-08-01 23:36:30,GBP,558124
7066,Marketing Operations,North America,Professional Services,2023-08-03 20:10:45,USD,711994
5784,Marketing Operations,Asia Pacific,Hardware,2023-08-02 20:48:23,JPY,862238
5805,Research & Development,South America,Software,2023-08-02 10:48:36,SGD,734914
4772,IT Infrastructure,Europe,Hardware,2023-08-03 09:18:22,JPY,235894
9195,Marketing Operations,North America,Software,2023-08-02 14:58:37,BRL,882465
8419,Human Resources,Europe,Professional Services,2023-08-03 22:07:15,GBP,29586
4968,Research & Development,South America,Commissions,2023-08-03 00:23:03,ARS,113566
4797,Finance,North America,Commissions,2023-08-03 15:32:53,USD,457279
5357,Sales Operations,Europe,Travel,2023-08-01 11:52:35,SGD,649288
8025,Sales Operations,South America,Commissions,2023-08-01 01:59:46,ARS,579323
3780,Sales Operations,Asia Pacific,Commissions,2023-08-01 22:22:04,EUR,739457
5115,Sales Operations,Asia Pacific,Supplies,2023-08-02 14:39:12,ARS,238198
9256,Sales Operations,South America,Professional Services,2023-08-03 04:27:38,USD,883477
8835,IT Infrastructure,Asia Pacific,Travel,2023-08-02 06:38:04,ARS,437387
4383,Marketing Operations,Asia Pacific,Professional Services,2023-08-02 12:45:41,JPY,769056
7462,IT Infrastructure,North America,Benefits,2023-08-01 03:34:03,ARS,193738
8970,IT Infrastructure,Asia Pacific,Salaries,2023-08-02 05:12:06,USD,884249
3004,Research & Development,Europe,Supplies,2023-08-03 13:41:06,GBP,30112
7758,Human Resources,Asia Pacific,Commissions,2023-08-03 03:40:44,USD,369138
8861,Sales Operations,Europe,Commissions,2023-08-03 02:12:01,ARS,155658
5508,IT Infrastructure,Asia Pacific,Hardware,2023-08-03 11:25:33,USD,903496
3974,Sales Operations,Europe,Travel,2023-08-02 09:39:50,BRL,589256
7320,Marketing Operations,Asia Pacific,Benefits,2023-08-01 03:47:02,SGD,822760
5797,IT Infrastructure,Europe,Supplies,2023-08-03 20:24:23,ARS,927055
6426,Marketing Operations,Europe,Benefits,2023-08-03 02:31:31,USD,531720
1628,IT Infrastructure,Europe,Salaries,2023-08-01 07:35:51,EUR,24752
8743,IT Infrastructure,South America,Salaries,2023-08-03 00:40:37,BRL,712849
2954,Marketing Operations,Europe,Commissions,2023-08-01 21:03:31,SGD,518305
9533,Sales Operations,Europe,Professional Services,2023-08-01 09:16:56,USD,344509
7027,Research & Development,North America,Benefits,2023-08-01 16:25:17,GBP,711395
4320,Research & Development,North America,Benefits,2023-08-01 16:09:07,GBP,68347
4501,Human Resources,North America,Salaries,2023-08-01 16:40:00,USD,711366
1162,Sales Operations,Asia Pacific,Commissions,2023-08-02 20:26:01,ARS,249087
7464,Marketing Operations,North America,Professional Services,2023-08-02 16:05:14,SGD,540197
2918,Marketing Operations,Asia Pacific,Hardware,2023-08-03 11:02:31,USD,796851
4690,Research & Development,North America,Travel,2023-08-02 11:17:22,USD,438070
2879,Finance,North America,Software,2023-08-01 09:21:04,BRL,646785
5635,Marketing Operations,South America,Salaries,2023-08-02 16:26:18,EUR,20747
7535,Finance,Europe,Benefits,2023-08-02 19:00:37,GBP,430422
5958,Human Resources,North America,Salaries,2023-08-02 10:15:12,JPY,160066
8971,Research & Development,Asia Pacific,Advertising,2023-08-03 01:30:09,BRL,322056
3812,Research & Development,North America,Professional Services,2023-08-03 07:38:07,JPY,219741
2367,IT Infrastructure,Asia Pacific,Benefits,2023-08-02 18:37:33,ARS,940839
2565,Finance,Europe,Travel,2023-08-01 07:20:00,SGD,491765
5947,Finance,Asia Pacific,Advertising,2023-08-02 12:16:02,USD,162494
1128,Human Resources,Asia Pacific,Travel,2023-08-01 10:32:29,JPY,867711
3068,Sales Operations,North America,Salaries,2023-08-01 13:26:27,JPY,67828
8161,Research & Development,North America,Hardware,2023-08-02 09:36:26,EUR,642818
1885,Sales Operations,North America,Hardware,2023-08-03 16:33:42,USD,960280
2860,Human Resources,North America,Supplies,2023-08-03 00:53:25,EUR,765775
7086,Finance,Asia Pacific,Salaries,2023-08-01 12:36:44,SGD,495900
